,"焦炭,wt%","硫含量,μg/g.1",S-ZORB.PT_2502.DACA,S-ZORB.PT_9403.PV,辛烷值RON,S-ZORB.PT_1201.PV,S-ZORB.LC_1201.PV,S-ZORB.PT_2301.PV,S-ZORB.AT-0005.DACA.PV,RON损失,S-ZORB.PT_1602A.PV,"焦炭,wt%.1","硫含量,μg/g",S-ZORB.PT_2501.DACA,S-ZORB.PT_2905.DACA,S-ZORB.PT_2101.PV,S-ZORB.PC_3101.DACA,S-ZORB.PT_1601.DACA,S-ZORB.AT-0009.DACA.PV,S-ZORB.PC_5101.PV,S-ZORB.AT-0006.DACA.PV,S-ZORB.PC_1202.PV,S-ZORB.PT_9001.PV
38,1.72,3.2,0.1561985950000001,0.9937048450000001,89.5,2.3913189,50.02699700000001,2.484322799999999,0.52039067,1.239999999999995,0.38614093,0.59,230.0,0.140124115,0.10612829,2.47078775,0.39878483,2.59795575,0.47098322,0.6599131699999999,0.4971751299999999,2.3599785,0.408227995
39,1.88,3.2,0.155930305,0.992479235,89.7,2.392060100000001,50.016308,2.483419350000001,0.5283822850000001,1.439999999999998,0.38564063,0.97,236.0,0.13951824,0.10624404,2.4702782,0.399502825,2.5997248,0.474673335,0.65990605,0.463278715,2.3602873,0.4095464549999999
40,1.79,3.2,0.15832491,0.993802685,89.2,2.3921801,50.001333,2.48342835,0.5182581050000001,1.540000000000006,0.385814575,0.93,236.0,0.14209073,0.10689872,2.47036165,0.4011537799999999,2.607222799999999,0.4767129600000001,0.6600351649999999,0.47518318,2.360285800000001,0.410015205
41,1.92,7.399999999999999,0.152252605,0.9933899649999999,89.8,2.332188299999999,50.019742,2.4253221,0.5345569550000001,1.219999999999999,0.385464645,1.01,204.0,0.13677982,0.10673853,2.41231015,0.400039715,2.53825275,0.4656987900000001,0.651813965,0.4826003500000001,2.300073600000001,0.4041470500000001
42,1.88,3.2,0.17557633,0.9939260199999997,89.6,2.329805,49.99495099999999,2.4279133,0.524266065,1.539999999999992,0.3860893950000001,0.97,172.0,0.160111935,0.103853046,2.41205745,0.3998735,2.54700045,0.4822016050000001,0.65206538,0.4670057900000001,2.2992572,0.403390615
43,1.74,3.2,0.154196145,0.9943526950000001,89.5,2.32977835,50.0091285,2.423232499999999,0.5326844199999999,1.400000000000006,0.385740385,1.43,179.0,0.139349045,0.106639935,2.4105032,0.399041435,2.5415954,0.4740983,0.652032725,0.4708256700000001,2.299559449999999,0.420638945
44,2.92,7.6,0.154105735,0.9942349,89.7,2.3287955,50.02426949999999,2.4207101,0.522188845,1.200000000000003,0.38559945,1.03,275.0,0.13874489,0.10773286,2.40841035,0.39841991,2.53312475,0.4580220400000001,0.652060615,0.4909073249999999,2.29989105,0.4204769850000001
45,2.52,8.4,0.146461925,0.9961806950000002,89.5,2.32723565,49.9877895,2.42049315,0.5241730399999999,1.200000000000003,0.388085455,1.09,216.0,0.13218086,0.10833834,2.40931035,0.4014623050000001,2.5300417,0.484222895,0.6519858450000001,0.485733925,2.2992068,0.4217572450000001
46,1.73,3.8,0.170455535,0.99559084,89.6,2.33030495,50.04308350000001,2.4264847,0.516088625,1.299999999999997,0.38597627,1.49,286.0,0.154627445,0.105328665,2.410127,0.399477585,2.5277418,0.465290795,0.6520347899999999,0.469564825,2.2983272,0.4142992550000001
47,2.08,8.6,0.170167665,0.9931544749999999,90.0,2.332874399999999,50.04275049999999,2.4261176,0.51566218,1.200000000000003,0.3849626499999999,1.5,209.0,0.154810685,0.10623929,2.4117226,0.40032228,2.5326318,0.462898615,0.65193476,0.4786696450000001,2.30166145,0.4127467099999999
48,1.84,7.0,0.148308675,0.9952350699999999,90.2,2.3305913,50.0178665,2.421259800000001,0.52228217,1.100000000000009,0.38548931,1.06,264.0,0.13317361,0.10730707,2.40945055,0.3986826250000001,2.5378268,0.4753220300000001,0.652061225,0.4795592499999999,2.3002831,0.4083708250000001
49,1.98,4.2,0.14931345,0.9936088300000001,89.6,2.33496025,50.01933499999999,2.42582375,0.5248965099999999,1.0,0.3843592400000001,0.87,132.0,0.135279245,0.10747022,2.4149704,0.39971189,2.5331794,0.48435276,0.6519092550000001,0.4853815399999999,2.305279,0.40387419
50,3.45,4.8,0.15394854,0.9952068799999999,89.6,2.33304655,49.988883,2.4257749,0.5260087999999999,1.179999999999993,0.386318775,1.41,221.0,0.13949428,0.107790355,2.4147078,0.3999709000000001,2.537178100000001,0.47289325,0.652014035,0.47681485,2.30411515,0.409508065
51,1.67,3.2,0.151846345,0.9936635299999999,90.1,2.333896499999999,50.00866250000001,2.4240714,0.521855325,1.400000000000006,0.3854158649999999,0.7,126.0,0.136799045,0.107834575,2.41311685,0.4013808799999999,2.5300728,0.462527705,0.652077255,0.4751835950000001,2.3049881,0.411126095
52,3.13,3.2,0.152942205,0.9946170099999998,90.2,2.339720049999999,50.00426649999999,2.43171755,0.5194077300000001,1.200000000000003,0.3789763150000001,1.15,199.0,0.13737716,0.10769324,2.4206136,0.39811085,2.5380893,0.4696668100000001,0.65199385,0.4820255500000002,2.3092745,0.4083032999999999
53,2.78,3.2,0.150663225,0.9948943050000001,90.1,2.341309600000001,50.0097235,2.4313882,0.51373359,1.200000000000003,0.3808722350000001,1.08,144.0,0.134928395,0.107749405,2.419880500000001,0.40405128,2.5403469,0.47407976,0.6519772149999999,0.4747193599999999,2.31079225,0.422645915
54,3.2,3.2,0.15418591,0.9930004650000003,89.8,2.339892199999999,50.01428600000001,2.43185445,0.531516145,1.200000000000003,0.379383715,0.82,101.0,0.138743545,0.1077546,2.4202988,0.399905565,2.548944199999999,0.4692589099999999,0.6519484299999999,0.471864155,2.309659599999999,0.412228455
55,2.53,3.2,0.153773955,0.9931340549999998,89.6,2.34414915,50.02421449999999,2.4346615,0.5252300400000001,1.400000000000006,0.379750705,0.77,169.0,0.138167655,0.107785685,2.42266985,0.39970372,2.5625406,0.4537753500000001,0.651780725,0.4843062,2.31011465,0.41180238
56,1.64,3.2,0.15698077,0.994550215,89.4,2.34292675,50.008609,2.43512105,0.5190183999999999,1.100000000000009,0.379816895,0.65,241.0,0.14046294,0.107959515,2.42353875,0.397651675,2.55732125,0.4563714849999999,0.652025595,0.482971425,2.30918535,0.411204185
57,1.57,3.8,0.162194,0.9943953299999999,88.7,2.3325814,50.030931,2.4186307,0.519926965,1.25,0.379209585,0.61,244.0,0.14553968,0.107176865,2.4063565,0.3985672200000001,2.5228507,0.46421485,0.6518917249999999,0.486420015,2.2997279,0.40807776
58,1.78,3.2,0.16209817,0.9942794100000001,89.4,2.31296415,49.98864200000001,2.3869617,0.5146236,1.75,0.3796806049999999,0.69,263.0,0.146185295,0.10745673,2.3760827,0.3998486199999999,2.48998905,0.45839261,0.6519982999999999,0.485381905,2.27980475,0.41318169
59,2.45,3.2,0.162389595,0.9937373050000001,89.2,2.314303100000001,50.00541700000001,2.3881188,0.5135481100000001,1.179999999999993,0.37993055,1.06,225.0,0.146047105,0.106822525,2.37690375,0.40141777,2.49480215,0.4687768549999999,0.65213038,0.4988252449999999,2.2810125,0.4140512650000001
60,2.55,3.2,0.162964675,0.99437166,89.7,2.3134091,49.9685465,2.3891346,0.5085786000000001,1.679999999999993,0.379875495,0.75,245.0,0.146884775,0.10726746,2.37827335,0.399377595,2.49457975,0.45294118,0.6520181700000001,0.487087725,2.28098785,0.4115864800000001
61,2.68,5.8,0.163959305,0.994484395,89.0,2.3129737,49.9987545,2.3882824,0.5140114599999999,1.780000000000001,0.378737475,0.93,239.0,0.14674451,0.10739855,2.3773865,0.3973492750000001,2.49079005,0.4528854800000001,0.65205409,0.5063540499999999,2.279862749999999,0.4073426550000001
62,1.71,3.2,0.16328483,0.994179205,89.1,2.2936584,49.987379,2.3703055,0.5065580300000001,1.579999999999984,0.38012547,0.97,239.0,0.146801935,0.10781767,2.3587567,0.3975898800000001,2.47418615,0.46625495,0.652078435,0.487365835,2.260013100000001,0.4106417749999999
63,1.64,3.2,0.151107025,0.9939075,88.8,2.34226505,50.0171065,2.42964675,0.50731785,1.579999999999998,0.37962478,0.71,172.0,0.134966145,0.10789468,2.4180224,0.40217786,2.5397661,0.46723761,0.652049945,0.489980215,2.30962545,0.4123403100000001
64,2.77,3.2,0.15015098,0.9935856600000001,88.3,2.34385245,50.0011855,2.4320078,0.5161254850000001,1.079999999999998,0.37916433,1.35,182.0,0.134634075,0.10773309,2.420006299999999,0.40292719,2.5400499,0.46364017,0.65199265,0.4876444900000002,2.3112109,0.4098055799999999
65,2.1,3.2,0.15178907,0.9958751149999999,88.7,2.3431433,50.0099815,2.4319967,0.507633165,1.280000000000001,0.37964575,1.32,156.0,0.135798775,0.108213025,2.4201576,0.402446885,2.5438238,0.4691844150000001,0.652023825,0.48478792,2.3103247,0.42070533
66,3.52,3.2,0.1401767,0.9966472800000001,89.0,2.3450094,49.99578,2.4378762,0.4997594400000002,1.280000000000001,0.3784403800000001,1.57,137.0,0.134620265,0.10766918,2.428327,0.40046197,2.538155699999999,0.4657626550000001,0.65972586,0.46991352,2.315267,0.41048335
67,5.553333333333334,3.2,0.151505805,0.9934655749999999,88.5,2.34120965,49.9929475,2.4346582,0.5021813800000001,1.379999999999995,0.38015663,3.116666666666666,129.0,0.13569523,0.108079555,2.42234495,0.398809335,2.5595499,0.46210113,0.6601153150000001,0.4875512949999999,2.310547249999999,0.41545504
68,2.52,3.2,0.15477643,0.9935828800000002,88.0,2.340834250000001,49.9994415,2.4321403,0.50093908,1.579999999999998,0.37915062,1.23,139.0,0.13911072,0.10811873,2.42061365,0.39526027,2.5515433,0.4696853050000001,0.6600841500000001,0.4917606150000001,2.31113235,0.4134667850000001
69,2.66,3.2,0.151078615,0.9946318300000001,88.7,2.33186925,49.99905199999999,2.42439735,0.513306975,1.780000000000001,0.3796188550000001,1.16,195.0,0.135328275,0.10803668,2.4124058,0.399860505,2.54150965,0.457650545,0.6600494149999999,0.4915561999999999,2.3100411,0.41296114
70,2.87,3.2,0.155680775,0.9932049749999999,90.6,2.33926765,49.97385199999999,2.4313837,0.5018847450000001,1.779999999999987,0.3802185749999999,1.28,201.0,0.139969155,0.107994245,2.41938975,0.403577075,2.5446518,0.462675565,0.6600690150000001,0.4928543699999999,2.3103173,0.39594153
71,2.86,3.2,0.146058695,0.9941106249999999,90.8,2.33895175,50.0060285,2.43282235,0.501069075,1.47999999999999,0.37880959,1.46,252.0,0.130890425,0.1078017085,2.42061145,0.39914178,2.54024685,0.45779936,0.66001915,0.489183,2.31018665,0.40463024
72,3.13,3.2,0.174278995,0.9951507449999999,89.3,2.2158793,49.9860265,2.28801605,0.49420772,1.400000000000006,0.38339588,1.46,183.0,0.157519655,0.1083549,2.276681,0.39965382,2.38428305,0.4459131,0.6600295500000001,0.4983615849999999,2.18322105,0.40607168
73,2.76,3.2,0.16624459,0.9937456499999999,88.3,2.2329116,49.996379,2.31629945,0.5103773649999999,1.299999999999997,0.381615285,1.42,169.0,0.149448145,0.108010335,2.30468595,0.40069034,2.4223584,0.46501257,0.66005655,0.490981915,2.20149935,0.4021797300000001
74,2.52,3.2,0.168993385,0.9939765699999998,88.4,2.232402599999999,49.995304,2.31383605,0.4977681899999999,1.400000000000006,0.38414412,1.67,185.0,0.151098625,0.10879781,2.302132449999999,0.39859505,2.41787785,0.4515315300000001,0.6600565449999999,0.4923166600000001,2.20062865,0.420033295
75,2.53,3.2,0.153824975,0.99583702,88.7,2.330554200000001,49.989089,2.42544095,0.5105069249999998,1.800000000000011,0.3826074,1.72,120.0,0.13727473,0.10820287,2.4134473,0.39937352,2.5308272,0.458411125,0.6599532549999999,0.48458445,2.299975750000001,0.39285092
76,2.4,3.2,0.1537026,0.99353143,90.1,2.331014849999999,49.9952665,2.4260074,0.50303427,1.47999999999999,0.3840367450000001,1.93,227.0,0.13703015,0.107679805,2.4147379,0.405188175,2.54087875,0.45956088,0.6599936,0.48962782,2.2988803,0.39873315
77,2.03,3.2,0.15422546,0.995426645,90.1,2.33659285,50.005491,2.4284508,0.49952995,1.379999999999995,0.382031425,1.49,257.3846153846154,0.13699538,0.107678555,2.4168997,0.3965107,2.53695125,0.4540721250000002,0.6601046199999999,0.4929843800000001,2.30150625,0.3961274
78,2.02,4.7,0.15797755,0.99491797,89.9,2.3345611,50.0104085,2.42813925,0.506539025,1.680000000000007,0.38405846,1.69,214.0,0.140410865,0.10788524,2.4157737,0.40068814,2.53718035,0.4529967600000001,0.6601889400000002,0.4869578800000001,2.30051305,0.397089355
79,2.61,3.2,0.158021095,0.9942256,89.1,2.28416555,50.032173,2.38166755,0.5016992499999999,1.179999999999993,0.38244903,1.6,241.0,0.141155285,0.107805045,2.36974395,0.402716815,2.49511815,0.45320073,0.6601236500000001,0.4858080300000001,2.2507605,0.3955163999999999
80,1.96,3.2,0.156090665,0.9936700550000002,88.0,2.28302975,50.00022100000001,2.37969165,0.498862355,0.9799999999999898,0.38274443,1.57,242.0,0.13958047,0.106619905,2.368367650000001,0.39886537,2.4914988,0.4615818849999999,0.6601067150000001,0.493040085,2.2504481,0.40761105
81,2.41,3.2,0.15659359,0.99489475,88.7,2.2837857,49.9718875,2.378519100000001,0.497786795,1.579999999999998,0.38187119,1.64,243.0,0.13988021,0.106979285,2.367146,0.39789971,2.51217935,0.4637331550000001,0.660093335,0.50531525,2.2505854,0.4117719650000001
82,2.11,3.2,0.15300757,0.9943666050000001,89.3,2.2838006,49.95514799999999,2.37842445,0.4964887399999999,1.579999999999998,0.382914485,1.45,255.0,0.13679644,0.10763292,2.3666131,0.3975169749999999,2.48977325,0.4530708899999999,0.660114135,0.4945230750000001,2.2506026,0.4056341150000001
83,1.8,3.2,0.16588802,0.9940336500000001,87.6,2.2827436,50.01862849999999,2.37747525,0.5154765249999999,1.779999999999987,0.3825013249999999,1.33,249.0,0.14883523,0.10731849,2.3650242,0.399640285,2.49235335,0.452756015,0.660118285,0.484677265,2.24930585,0.401127265
84,2.12,3.2,0.1557103,0.9944950699999999,86.9,2.2822168,49.95945549999999,2.3768188,0.50253372,1.180000000000007,0.382130445,1.33,284.0,0.13789246,0.10774681,2.365089849999999,0.397604925,2.48952375,0.458225635,0.659833915,0.4936889350000001,2.2494587,0.41127392
85,1.84,5.1,0.1557825999999999,0.993760025,87.2,2.275993499999999,49.99534100000001,2.3724128,0.4970076950000001,1.480000000000004,0.3826723,1.05,189.0,0.13818353,0.10788673,2.35993935,0.400443045,2.504046049999999,0.45616743,0.6600405300000001,0.484120925,2.2504036,0.39752414
86,2.02,7.700000000000001,0.156741125,0.9951641799999997,90.6,2.2826292,49.9938375,2.37643835,0.503590705,0.9799999999999898,0.3824536549999999,1.24,310.0,0.13956127,0.10699405,2.36509855,0.401613315,2.484234499999999,0.45056755,0.6600057950000001,0.4806718199999999,2.25024545,0.40832111
87,2.11,3.5,0.15328467,0.99408882,90.0,2.2812163,50.0087935,2.3759521,0.4993073449999999,1.179999999999993,0.38099889,1.28,269.0,0.13623811,0.10761985,2.3642564,0.3990538599999999,2.4854416,0.4614336249999999,0.659990055,0.49990075,2.24938005,0.40627016
88,2.27,3.2,0.15479142,0.99373641,90.5,2.2814907,49.97882600000001,2.3762869,0.4982133200000001,1.179999999999993,0.38188195,1.01,275.5384615384615,0.13785523,0.10737065,2.36513875,0.4000525249999999,2.48545275,0.467052135,0.6598864650000001,0.4922054299999999,2.24983065,0.407207065
89,2.02,3.2,0.15205677,0.993842535,90.5,2.282360799999999,49.987157,2.37558045,0.502830425,0.9799999999999898,0.38247814,1.14,255.0,0.135690025,0.10783375,2.3638136,0.40201683,2.48234625,0.452570215,0.6599612800000001,0.490332675,2.25053635,0.40645268
90,2.39,3.2,0.1574859850000001,0.9945404499999999,90.1,2.2843813,49.98984949999999,2.37834875,0.50299743,1.579999999999984,0.382709185,1.76,284.0,0.139885485,0.10748743,2.366655349999999,0.40080017,2.4932479,0.4516428499999999,0.6601544999999999,0.4949498449999999,2.250943149999999,0.40728274
